,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
3123,s3124,Movie,Jani Dueñas: Grandes fracasos de ayer y hoy,"Raúl Campos, Jan Suter",['jani dueñas'],['other'],"June 29, 2018",2018,3,77 min,Stand-Up Comedy,"Chilean comedian and personality Jani Dueñas pours out her feelings on issues that are all too universal, from aging to dieting to sex."
3124,s3125,Movie,Jaoon Kahan Bata Ae Dil,Aadish Keluskar,"['khushboo upadhyay', 'rohit kokate', 'himanshu kohli']",['india'],"August 9, 2019",2018,3,107 min,"Dramas, Independent Movies, International Movies","A couple’s caustic, increasingly jarring interactions over a Mumbai evening strain their relationship until it threatens to break at its fraying seams."
3125,s3126,TV Show,Japan Sinks: 2020,,"['reina ueda', 'tomo muranaka', 'yuko sasaki']",['japan'],"July 9, 2020",2020,3,1 Season,"Anime Series, International TV Shows","After catastrophic earthquakes devastate Japan, one family's resolve is tested on a journey of survival through the sinking archipelago."
3126,s3127,TV Show,Japanese Style Originator,,"['takeo chii', 'hisako manda', 'takahiro azuma']",['japan'],"May 1, 2017",2008,2,1 Season,"International TV Shows, Stand-Up Comedy & Talk Shows","Find out everything there is to know about Japanese tradition, from food to culture to objects and arts, and the people who are continuing it today."
3127,s3128,Movie,Jarhead: Law of Return,Don Michael Paul,"['amaury nolasco', 'devon sawa', 'robert patrick']","['other', 'united states']","December 25, 2019",2019,3,103 min,"Action & Adventure, Dramas","When a U.S. senator’s son is held captive by Hezbollah militiamen, a group of highly trained soldiers ventures into enemy territory to bring him home."
3128,s3129,Movie,Jatt James Bond,Rohit Jugraj,"['gippy grewal', 'gurpreet guggi', 'zarine khan']",['india'],"October 1, 2018",2014,3,142 min,"Comedies, Dramas, International Movies","Shinda loves Laali but can't have her, so he and his friends come up with an elaborate plan to solve all their problems and win her."
3129,s3130,Movie,Jatts in Golmaal,Ksshitij Chaudhary,"['arya babbar', 'samiksha singh', 'gurpreet guggi']",['india'],"November 1, 2018",2013,3,128 min,"Comedies, International Movies, Music & Musicals","Without fully realizing the consequences, a boy who wants to relocate from India to Canada sells his heart to a gangster in need of a transplant."
3130,s3131,Movie,Jay and Silent Bob Strike Back,Kevin Smith,"['jason mewes', 'kevin smith', 'ben affleck']",['united states'],"January 1, 2019",2001,3,105 min,"Comedies, Cult Movies","Jay and Silent Bob's comic book alter egos have been sold to Hollywood without permission, so they head to Tinseltown to sabotage the production."
3131,s3132,Movie,Jealousy and medicine,Janusz Majewski,"['mariusz dmochowski', 'ewa krzyżewska', 'włodzimierz boruński']",['other'],"October 1, 2019",1973,3,97 min,"Dramas, International Movies, Romantic Movies","Tormented by mistrust, a businessman hires a cagey tailor to track his wife's whereabouts with her doctor only to send his mind further down an abyss."
3132,s3133,Movie,Jefe,Sergio Barrejón,"['luis callejo', 'juana acosta', ""carlo d'ursi""]","['spain', 'other']","October 26, 2018",2018,3,90 min,"Comedies, Dramas, International Movies","A rude, self-centered businessman seems to be on the brink of losing everything until a night janitor at his office helps him find redemption."
3133,s3134,Movie,Jeff Dunham: All Over the Map,Robb Dipple,['jeff dunham'],['united states'],"November 16, 2019",2014,3,84 min,Stand-Up Comedy,"America's most beloved ventriloquist hits the road, bringing along all of his most popular pals, including Achmed, Peanut and Walter."
3134,s3135,Movie,Jeff Dunham: Arguing with Myself,Manny Rodriguez,['jeff dunham'],['united states'],"March 15, 2019",2006,3,69 min,Stand-Up Comedy,"Playing straight man to partners half his size, ventriloquist Jeff Dunham – one of America's funniest comics – slays audiences across the country."
3135,s3136,Movie,Jeff Dunham: Beside Himself,Troy Miller,['jeff dunham'],['united states'],"September 24, 2019",2019,3,58 min,Stand-Up Comedy,"Jeff Dunham takes the stage in Dallas with his old pals Peanut, Walter, José Jalapeño, Bubba J and Achmed to poke fun at himself and American culture."
3136,s3137,Movie,Jeff Dunham: Controlled Chaos,"Michael Simon, Matthew McNeil",['jeff dunham'],['united states'],"March 15, 2019",2011,3,97 min,Stand-Up Comedy,"Politically incorrect and often raunchy humor pepper ventriloquist Dunham's live concert performance featuring characters Walter, Achmed and Peanut."
3137,s3138,Movie,Jeff Dunham: Minding the Monsters,Manny Rodriguez,['jeff dunham'],['united states'],"March 15, 2019",2012,3,80 min,Stand-Up Comedy,"Jeff Dunham returns with a haunted house full of his hysterical entourage, and each character stars in its own horror movie trailer."
3138,s3139,Movie,Jeff Dunham: Relative Disaster,Michael Simon,['jeff dunham'],['united states'],"September 12, 2017",2017,3,71 min,Stand-Up Comedy,Ventriloquist Jeff Dunham brings his rude and slightly demented posse of puppets to Ireland for a gleeful skewering of family and politics.
3139,s3140,Movie,Jeff Dunham: Unhinged in Hollywood,Michael Simon,['jeff dunham'],['united states'],"January 1, 2020",2015,3,71 min,Stand-Up Comedy,Unfiltered ventriloquist Jeff Dunham brings his ragtag crew of puppet pals to Hollywood for big laughs about celebrity culture and California living.
3140,s3141,Movie,Jeff Dunham's Very Special Christmas Special,Michael Simon,"['jeff dunham', 'brian haner']",['united states'],"March 15, 2019",2008,3,85 min,Stand-Up Comedy,"Politically incorrect, sometimes raunchy ventriloquist Jeff Dunham is joined by his irreverent cast of characters in this hilarious Christmas special."
3141,s3142,Movie,Jeff Foxworthy and Larry the Cable Guy: We’ve Been Thinking...,Jay Karas,"['jeff foxworthy', 'larry the cable guy']",['united states'],"August 26, 2016",2016,3,75 min,Stand-Up Comedy,Grammy-nominated comedians Jeff Foxworthy and Larry the Cable Guy bring their distinctive brand of humor to a packed crowd in Minneapolis.
3142,s3143,Movie,Jeff Garlin: Our Man In Chicago,Christopher Storer,['jeff garlin'],['united states'],"November 12, 2019",2019,3,59 min,Stand-Up Comedy,"Comedian Jeff Garlin (unintentionally) celebrates his 37th year of stand-up and shares his learnings on love, loss, success and food addiction."
3143,s3144,TV Show,Jeffrey Epstein: Filthy Rich,,[],['united states'],"May 27, 2020",2020,3,1 Season,"Crime TV Shows, Docuseries",Stories from survivors fuel this docuseries examining how convicted sex offender Jeffrey Epstein used his wealth and power to carry out his abuses.
3144,s3145,Movie,Jem and the Holograms,Jon M. Chu,"['aubrey peeples', 'stefanie scott', 'hayley kiyoko']",['united states'],"April 16, 2020",2015,3,119 min,"Dramas, Music & Musicals, Sci-Fi & Fantasy","After becoming an overnight star via the internet, teenage rocker Jem and her sisters journey to LA, where fame, fun and a family mystery await."
3145,s3146,Movie,Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),Lance Bangs,['jen kirkman'],['united states'],"May 22, 2015",2015,3,78 min,Stand-Up Comedy,"Jen Kirkman delivers some sharp, hilarious truths about divorce, kids, sex and turning 40 in this Netflix original comedy special."
3146,s3147,Movie,Jen Kirkman: Just Keep Livin’?,Lance Bangs,['jen kirkman'],['united states'],"January 3, 2017",2017,3,69 min,Stand-Up Comedy,"Incisive comic Jen Kirkman gets real about women's bodies, the value of alone time and an Italian private tour guide who may have been a ghost."
3147,s3148,TV Show,Jenni Rivera: Mariposa de Barrio,,"['angélica celaya', 'gabriel porras', 'rosalinda rodríguez']",['united states'],"January 1, 2021",2017,3,1 Season,"Spanish-Language TV Shows, TV Dramas",This drama follows Mexican-American singer Jenni Rivera's unlikely rise from suicidal pregnant teen and abused wife to banda superstar.
3148,s3149,Movie,Jenny Slate: Stage Fright,Gillian Robespierre,['jenny slate'],['united states'],"October 22, 2019",2019,3,67 min,"Documentaries, Stand-Up Comedy","Jenny Slate's first stand-up special is a mix of stage time, funny stories about adulthood and conversations with family in her childhood home."
3149,s3150,TV Show,Jeopardy!,,['alex trebek'],['united states'],"December 18, 2020",2019,2,2 Seasons,Reality TV,"Alex Trebek hosts one of TV's longest-running game shows, where a trio of players buzz in with their knowledge of history, arts, pop culture and more."
3150,s3151,Movie,Jeremiah Tower: The Last Magnificent,Lydia Tenaglia,"['jeremiah tower', 'anthony bourdain', 'mario batali']","['mexico', 'united states']","December 20, 2017",2016,3,103 min,Documentaries,"This documentary profiles influential chef Jeremiah Tower, who played a pivotal role in the invention of a revolutionary new American cuisine."
3151,s3152,Movie,Jeremy Scott: The People's Designer,Vlad Yudin,['jeremy scott'],['united states'],"April 1, 2016",2015,3,109 min,Documentaries,The journey of fashion designer Jeremy Scott from humble roots on a Missouri farm to creative director of Moschino is charted in this documentary.
3152,s3153,TV Show,Jericho,,"['skeet ulrich', 'lennie james', 'ashley scott']",['united states'],"August 16, 2017",2008,3,2 Seasons,"Classic & Cult TV, TV Action & Adventure, TV Dramas","Jake returns to his Kansas town to collect an inheritance, but a nuclear blast cuts off the outside world and makes him a reluctant leader amid chaos."
3153,s3154,Movie,Jerry Before Seinfeld,Michael Bonfiglio,['jerry seinfeld'],['united states'],"September 19, 2017",2017,3,62 min,Stand-Up Comedy,"Jerry Seinfeld returns to the club that gave him his start in the 1970s, mixing iconic jokes with stories from his childhood and early days in comedy."
3154,s3155,Movie,Jerry Seinfeld: 23 Hours To Kill,Joe DeMaio,['jerry seinfeld'],['united states'],"May 5, 2020",2020,3,61 min,Stand-Up Comedy,"Jerry Seinfeld takes the stage in New York and tackles talking vs. texting, bad buffets vs. so-called ""great"" restaurants and the magic of Pop Tarts."
3155,s3156,Movie,Jerry Seinfeld: Comedian,Christian Charles,"['jerry seinfeld', 'orny adams', 'colin quinn']",['united states'],"November 7, 2017",2002,3,81 min,Documentaries,Christian Charles's documentary follows established comedian Jerry Seinfeld and up-and-comer Orny Adams as they navigate the stand-up circuit.
3156,s3157,Movie,Jerry Seinfeld: I'm Telling You for the Last Time,Marty Callner,['jerry seinfeld'],['united states'],"January 30, 2018",1998,3,69 min,Stand-Up Comedy,"Months after his classic TV sitcom ends, the legendary comic returns to his stand-up roots to deliver his best jokes on a sold-out international tour."
3157,s3158,Movie,Jersey Boys,Clint Eastwood,"['john lloyd young', 'erich bergen', 'michael lomenda']",['united states'],"January 1, 2019",2014,3,134 min,"Dramas, Music & Musicals","Adapted from the hit Broadway musical, this nostalgic look at the Four Seasons and their bumpy offstage lives stretches across four decades."
3158,s3159,Movie,Jessica Darling's It List,Ali Scher,"['chloe east', 'emma rayne lyle', 'jane widdop']",['united states'],"August 1, 2017",2016,1,80 min,"Children & Family Movies, Comedies","Armed with popularity tips from her beautiful older sister, precocious Jessica Darling prepares to navigate the treacherous world of seventh grade."
3159,s3160,Movie,Jesus: Countdown to Calvary,Gerry Hoban,['hugh bonneville'],"['other', 'united states', 'france']","April 1, 2019",2018,3,53 min,"Documentaries, Faith & Spirituality",Host Hugh Bonneville traces Jesus' last days to learn how the execution of an itinerant Jewish preacher had an immense impact on society.
3160,s3161,Movie,Jewel's Catch One,C. Fitz,['jewel thais-williams'],['united states'],"May 1, 2018",2016,3,84 min,"Documentaries, LGBTQ Movies","The story of famed L.A. nightclub Catch One and owner Jewel Thais-Williams, who defied all odds and provided a safe space for black LGBT communities."
3161,s3162,Movie,Jezebel,Numa Perrier,"['tiffany tenille', 'numa perrier', 'stephen barrington']",['united states'],"January 16, 2020",2019,3,86 min,"Dramas, Independent Movies","During the internet's infancy, a vulnerable woman follows her sister into the sex industry as a webcam model but her sudden popularity tests their bond."
3162,s3163,Movie,JFK: The Making of a President,Edward Cotterill,[],['united kingdom'],"May 1, 2017",2017,3,44 min,Documentaries,"Explore how John F. Kennedy's worldview was influenced by his younger years, when he endured poor health, family tragedy and a demanding father."
3163,s3164,Movie,Jhankaar Beats,Sujoy Ghosh,"['rahul bose', 'sanjay suri', 'rinke khanna']",['india'],"April 15, 2019",2003,3,131 min,"Comedies, International Movies, Music & Musicals","Juggling personal predicaments and workplace woes, three buddies and bandmates practice for their ultimate dream: winning a coveted music competition."
3164,s3165,TV Show,Jhansi Ki Rani,,"['ulka gupta', 'sameer dharmadhikari', 'amit pachori']",['india'],"June 1, 2017",2009,3,1 Season,"International TV Shows, TV Dramas","In British-ruled, 19th-century India, a 14-year-old girl trains as a warrior and becomes a devoted crusader in her country's fight for independence."
3165,s3166,Movie,"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",Chris Smith,['jim carrey'],"['canada', 'united states']","November 17, 2017",2017,3,94 min,Documentaries,"Through the lens of his stunningly immersive performance as Andy Kaufman, Jim Carrey ponders the meaning of life, reality, identity and career."
3166,s3167,Movie,Jim Gaffigan: Beyond the Pale,Michael Drumm,['jim gaffigan'],['united states'],"August 11, 2016",2005,3,72 min,Stand-Up Comedy,"Comedian Jim Gaffigan cuts loose on a variety of topics, including Hot Pockets, holidays, Catholicism and his favorite activity: doing nothing."
3167,s3168,Movie,Jim Gaffigan: Cinco,Jeannie Gaffigan,['jim gaffigan'],['united states'],"January 10, 2017",2017,3,74 min,Stand-Up Comedy,America's king of clean comedy delivers wickedly funny jokes in his fifth hour-long special.
3168,s3169,Movie,Jim Gaffigan: King Baby,Troy Miller,['jim gaffigan'],['united states'],"August 11, 2016",2009,3,71 min,Stand-Up Comedy,"Jim Gaffigan offers up his take on bacon, bowling and other weighty topics in this stand-up performance filmed live in Austin on his 2008 comedy tour."
3169,s3170,Movie,Jim Gaffigan: Mr. Universe,Jay Karas,['jim gaffigan'],['united states'],"August 11, 2016",2012,3,77 min,Stand-Up Comedy,"Funnyman Jim Gaffigan offers up his unique take on everything from Disney World to overweight whales in this live show from Washington, D.C."
3170,s3171,Movie,Jim Gaffigan: Obsessed,Jay Chapman,['jim gaffigan'],['united states'],"August 11, 2016",2014,3,70 min,Stand-Up Comedy,"Comic Jim Gaffigan delivers his sardonic take on topics like eating, exercise, weddings and his five kids in this live stand-up special."
3171,s3172,Movie,Jim Jefferies : BARE,Shannon Hartman,['jim jefferies'],['united states'],"August 6, 2019",2014,3,77 min,Stand-Up Comedy,"Nothing is sacred in this show from Australian comic Jim Jefferies, whether it’s the mother of his child, auditioning disabled actors, or gun control."
3172,s3173,Movie,Jim Jefferies: Freedumb,Ryan Polito,['jim jefferies'],['united states'],"July 1, 2016",2016,3,87 min,Stand-Up Comedy,"Returning for a second Netflix comedy special, Jim Jefferies unleashes his famously ferocious black humor to a packed house in Nashville, Tennessee."
3173,s3174,Movie,Jim Jefferies: Intolerant,Scott Zabielski,['jim jefferies'],[],"July 7, 2020",2020,3,67 min,Stand-Up Comedy,"Between scenes from an excruciating date, Jim Jefferies digs into generational differences, his own bad habits and the shifting boundaries in comedy."
3174,s3175,Movie,Jim Jefferies: This Is Me Now,Scott Zabielski,['jim jefferies'],['united states'],"July 13, 2018",2018,3,71 min,Stand-Up Comedy,"The gleefully irreverent Jefferies skewers ""grabby"" celebrities, political hypocrisy and his own ill-advised career moves in a brash stand-up special."
3175,s3176,Movie,Jim Norton: Mouthful of Shame,Shannon Hartman,['jim norton'],['united states'],"March 14, 2017",2017,3,62 min,Stand-Up Comedy,"In this unrestricted jaunt through a gleefully filthy mind, comic Jim Norton offers a personal perspective on romance, desire and sexual proclivities."
3176,s3177,Movie,Jimi Hendrix,Joe Boyd,"['jimi hendrix', 'eric clapton', 'billy cox']",['united states'],"November 1, 2019",1973,3,102 min,"Documentaries, Music & Musicals","Jimi Hendrix's family, friends, and fellow musicians discuss his life and influence. Hendrix also appears in classic performance footage."
3177,s3178,Movie,Jimmy Carr: Funny Business,Sam Wrench,['jimmy carr'],['united kingdom'],"March 18, 2016",2016,3,62 min,Stand-Up Comedy,British comedian Jimmy Carr unleashes his deadpan delivery and wickedly funny one-liners to a sold-out audience at the UK's Hammersmith Apollo.
3178,s3179,Movie,Jimmy Carr: The Best of Ultimate Gold Greatest Hits,Brian Klein,['jimmy carr'],[],"March 12, 2019",2019,3,58 min,Stand-Up Comedy,Nothing is off limits as Jimmy Carr serves up the most outrageous jokes from his stand-up career in a special that's not for the faint of heart.
3179,s3180,Movie,Jimmy Neutron: Boy Genius,John A. Davis,"['debi derryberry', 'jeffrey garcia', 'rob paulsen']",['united states'],"January 1, 2020",2001,2,83 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy","When gooey green aliens kidnap all the adults in Retroville, it's up to 11-year-old Jimmy Neutron to come up with a plan to rescue them."
3180,s3181,TV Show,Jimmy: The True Story of a True Idiot,,"['akiyoshi nakao', 'tetsuji tamayama', 'hiroyuki onoue']",['japan'],"July 20, 2018",2018,3,1 Season,"International TV Shows, TV Comedies, TV Dramas","In the 1980s, a simple-minded fool named Hideaki meets comedy legend Sanma, changes his name to Jimmy and becomes a comedic superstar."
3181,s3182,Movie,Jindua,Navaniat Singh,"['jimmy shergill', 'sargun mehta', 'neeru bajwa']",['india'],"December 1, 2019",2017,3,135 min,"Dramas, International Movies, Romantic Movies",An Indian man in Canada marries a local citizen to legalize his immigration status. The only problem? His girlfriend isn't thrilled about his new wife.
3182,s3183,Movie,Jingle Jangle: A Christmas Journey,David E. Talbert,"['forest whitaker', 'keegan-michael key', 'hugh bonneville']",['united states'],"November 13, 2020",2020,3,124 min,"Children & Family Movies, Music & Musicals","Decades after his trusted apprentice betrayed him, a once-joyful toymaker finds new hope when his kind and curious granddaughter comes into his life."
3183,s3184,TV Show,JingleKids,,[],['other'],"April 1, 2019",2017,1,1 Season,Kids' TV,"In a magical wonderland, merry children and their furry friends explore their unique hobbies while making eye-opening discoveries through adventures."
3184,s3185,TV Show,Jinn,,"['salma malhas', 'sultan alkhail', 'hamzeh okab']",['other'],"June 13, 2019",2019,3,1 Season,"International TV Shows, TV Dramas, TV Mysteries","On a field trip to Petra, two jinns – one good, the other evil – enter the human realm, turning high school into a supernatural battleground."
3185,s3186,Movie,Jinxed,Stephen Herek,"['ciara bravo', 'jacob bertrand', 'elena kampouris']","['united states', 'canada']","November 2, 2019",2013,1,69 min,"Children & Family Movies, Comedies","After a century-old curse of bad luck, a determined teen embarks on a journey to break her family’s generational misfortune."
3186,s3187,Movie,Jiro Dreams of Sushi,David Gelb,['jiro ono'],['united states'],"June 5, 2019",2011,3,79 min,Documentaries,"This documentary profiles sushi chef Jiro Ono, an 85-year-old master whose 10-seat, $300-a-plate restaurant is legendary among Tokyo foodies."
3187,s3188,Movie,Jis Desh Men Ganga Behti Hai,Radhu Karmakar,"['raj kapoor', 'padmini', 'pran']",[],"December 31, 2019",1960,3,181 min,"Action & Adventure, Dramas, International Movies","Falling in with a band of outlaws during a holy pilgrimage, a country boy tries to change their violent ways ahead of a showdown with the authorities."
3188,s3189,Movie,Jo Koy: Comin' In Hot,Shannon Hartman,['jo koy'],['united states'],"June 12, 2019",2019,3,60 min,Stand-Up Comedy,"Comedian Jo Koy takes center stage in Hawaii and shares his candid take on cultural curiosities, filter-free fatherhood and more."
3189,s3190,Movie,Jo Koy: In His Elements,Michael McKay,"['jo koy', 'andrew lopez', 'joey guila']",['united states'],"June 12, 2020",2020,3,55 min,Stand-Up Comedy,"Jo Koy brings the laughs and beats to Manila, spotlighting local culture in a one-of-a-kind show featuring Filipino American comedians, DJs and B-boys."
3190,s3191,Movie,Jo Koy: Live from Seattle,Shannon Hartman,['jo koy'],['united states'],"March 28, 2017",2017,3,63 min,Stand-Up Comedy,"Between raising a teenage boy and growing up with a Filipino mother, stand-up comic Jo Koy has been through a lot. He's here to tell you all about it."
3191,s3192,Movie,Jo Pil-ho: The Dawning Rage,Lee Jeong-beom,"['lee sun-kyun', 'jeon so-nee', 'park hae-joon']",['south korea'],"May 3, 2019",2018,3,128 min,"Dramas, International Movies, Thrillers","On the run from a dogged internal affairs agent, a corrupt cop reluctantly teams up with a defiant teen to unravel a conspiracy – before it's too late."
3192,s3193,Movie,Joan Didion: The Center Will Not Hold,Griffin Dunne,['joan didion'],['united states'],"October 27, 2017",2017,3,98 min,Documentaries,"Literary icon Joan Didion reflects on her remarkable career and personal struggles in this intimate documentary directed by her nephew, Griffin Dunne."
3193,s3194,Movie,Joan Rivers: Don't Start with Me,Scott L. Montoya,['joan rivers'],['united states'],"July 3, 2018",2012,3,69 min,Stand-Up Comedy,"At 78, Joan Rivers has no interest in slowing down, and no one's immune from her caustic barbs in this stand-up special."
3194,s3195,Movie,Joaquín Reyes: Una y no más,José Miguel Contreras,['joaquín reyes'],[],"September 8, 2017",2017,3,78 min,Stand-Up Comedy,"Comedian and celebrity impersonator Joaquín Reyes decides to be his zesty self for a night of stories about buses, bathroom habits, royalty and more."
3195,s3196,Movie,Jodhaa Akbar,Ashutosh Gowariker,"['hrithik roshan', 'aishwarya rai bachchan', 'sonu sood']",['india'],"October 1, 2018",2008,3,214 min,"Action & Adventure, Dramas, International Movies","In 16th-century India, what begins as a strategic alliance between a Mughal emperor and a Hindu princess becomes a genuine opportunity for true love."
3196,s3197,Movie,Joe Cocker: Mad Dog with Soul,John Edginton,[],['united kingdom'],"April 1, 2017",2017,3,90 min,"Documentaries, International Movies, Music & Musicals","From his star turn at Woodstock to his battles with addiction, this film chronicles the stormy life and unique talent of soulful singer Joe Cocker."
3197,s3198,Movie,Joe Mande’s Award-Winning Comedy Special,Daniel Gray Longino,['joe mande'],['united states'],"July 25, 2017",2017,3,67 min,Stand-Up Comedy,"Stand-up comic Joe Mande aims for critical adulation with this special that covers dating shows, ""Shark Tank,"" Jewish summer camp and much more."
3198,s3199,Movie,Joe Rogan: Strange Times,Anthony Giordano,['joe rogan'],[],"October 2, 2018",2018,3,64 min,Stand-Up Comedy,"Outspoken as ever, comedian Joe Rogan takes on current culture, pro wrestling, pot laws, cats, vegans and more in a stand-up special shot in Boston."
3199,s3200,Movie,Joe Rogan: Triggered,Anthony Giordano,['joe rogan'],['united states'],"October 21, 2016",2016,3,64 min,Stand-Up Comedy,"Unleashing his inquisitive, intense comedic style, Rogan explores everything from raising kids and Santa Claus to pot gummies and talking to dolphins."
3200,s3201,Movie,John & Jane,Ashim Ahluwalia,[],['india'],"August 15, 2016",2005,3,79 min,"Documentaries, International Movies",Truth and fiction blend in this quasi-documentary about six exhausted workers at a Mumbai call center servicing U.S. customers.
3201,s3202,Movie,John & Yoko: Above Us Only Sky,Michael Epstein,"['john lennon', 'yoko ono']",['united kingdom'],"May 1, 2019",2018,3,90 min,"Documentaries, Music & Musicals","Featuring interviews and never-before-seen footage, this film tells the story behind John Lennon and Yoko Ono’s seminal 1971 album, “Imagine.”"
3202,s3203,Movie,John Carter,Andrew Stanton,"['taylor kitsch', 'lynn collins', 'samantha morton']",['united states'],"May 2, 2019",2012,3,133 min,"Action & Adventure, Sci-Fi & Fantasy","One minute, Civil War veteran John Carter is evading Apaches; the next, he's waking up on Mars, a once-fruitful planet that's devolved into chaos."
3203,s3204,Movie,John Day,Ahishor Solomon,"['naseeruddin shah', 'randeep hooda', 'shernaz patel']",['india'],"December 31, 2019",2013,3,125 min,"International Movies, Thrillers","A bank manager and his wife, still grieving over their daughter who died in a fire, become pawns in a bank heist with ties to corruption and fraud."
3204,s3205,Movie,John Henry,Will Forbes,"['terry crews', 'ludacris', 'jamila velazquez']",['united states'],"May 9, 2020",2020,3,92 min,"Dramas, Thrillers",A reformed LA gang member upends his peaceful new life when he steps in to protect two young immigrants from his violent former leader.
3205,s3206,Movie,John Leguizamo's Latin History for Morons,,['john leguizamo'],['united states'],"November 5, 2018",2018,3,90 min,Stand-Up Comedy,"In this one-man Broadway show, John Leguizamo finds humor and heartbreak as he traces 3,000 years of Latin history in an effort to help his bullied son."
3206,s3207,Movie,John Mellencamp: Plain Spoken,,['john mellencamp'],[],"February 1, 2018",2017,3,80 min,"Documentaries, Music & Musicals",Iconic rocker John Mellencamp lights up Chicago in an electrifying live performance featuring old classics and new tracks.
3207,s3208,Movie,John Mulaney & The Sack Lunch Bunch,Rhys Thomas,"['john mulaney', 'alexander bello', 'tyler bourke']",['united states'],"December 24, 2019",2019,3,70 min,"Children & Family Movies, Comedies","John Mulaney and his kid pals tackle existential topics for all ages with catchy songs, comedy sketches and special guests in a nostalgic variety special."
3208,s3209,Movie,John Mulaney: Kid Gorgeous at Radio City,Alex Timbers,['john mulaney'],['united states'],"May 1, 2018",2018,3,65 min,Stand-Up Comedy,"John Mulaney relays stories from his childhood and “SNL,” eviscerates the value of college and laments getting older in this electric comedy special."
3209,s3210,Movie,John Mulaney: New in Town,Ryan Polito,['john mulaney'],['united states'],"April 1, 2018",2012,3,60 min,Stand-Up Comedy,"Stand-up comedian John Mulaney tackles such red-hot topics as quicksand, Motown singers and an elderly man he once met in a bathroom."
3210,s3211,Movie,John Mulaney: The Comeback Kid,Rhys Thomas,['john mulaney'],['united states'],"November 13, 2015",2015,3,62 min,Stand-Up Comedy,"Armed with boyish charm and a sharp wit, the former ""SNL"" writer offers sly takes on marriage, his beef with babies and the time he met Bill Clinton."
3211,s3212,Movie,John Was Trying to Contact Aliens,,[],['united states'],"August 20, 2020",2020,3,17 min,"Documentaries, LGBTQ Movies","A rural electronics whiz broadcasts radio signals into space and monitors for signs of aliens, but makes a more important connection here on Earth."
3212,s3213,TV Show,Johnny Test,,"['james arnold taylor', 'louis chirillo', 'maryke hendrikse']","['united states', 'canada']","June 1, 2015",2013,1,6 Seasons,Kids' TV,Crafty 11-year-old Johnny Test and his genetically modified talking dog go on high-octane adventures to save his family (and the world) from disaster.
3213,s3214,TV Show,JoJo's Bizarre Adventure,,"['kazuyuki okitsu', 'takehito koyasu', 'yoku shioya']",['japan'],"February 28, 2020",2014,3,2 Seasons,"Anime Series, International TV Shows",Multiple generations of the Joestar family – all with the same nickname – confront supernatural villains through a series of time periods.
3214,s3215,TV Show,Jojo's World,,"['tia lee', 'in deok hwang', 'yen-j']",['taiwan'],"December 21, 2018",2017,3,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","Diagnosed with a condition that could make her infertile, a career woman must choose one of four bachelors to make a baby with before time runs out."
3215,s3216,Movie,Joker,Shirish Kunder,"['akshay kumar', 'sonakshi sinha', 'shreyas talpade']",['india'],"August 2, 2018",2012,3,98 min,"Comedies, International Movies, Music & Musicals",A remote village situated neither in India or Pakistan becomes its own republic after inmates at the local mental asylum bust loose and take over.
3216,s3217,Movie,Jonaki,Aditya Vikram Sengupta,"['lolita chatterjee', 'sumanto chattopadhyay', 'ratnabali bhattacharjee']",['india'],"May 16, 2019",2018,3,96 min,"Dramas, Independent Movies, International Movies","In this quiet, wistful drama, a woman on her deathbed searches her fraying memories for love and fulfillment through surreal, meditative tableaux."
3217,s3218,Movie,Jonas,Lô Politi,"['jesuíta barbosa', 'laura neiva', 'criolo']",['brazil'],"February 26, 2017",2015,3,97 min,"Dramas, International Movies","During Carnival, two teens from different classes meet years after being kept apart. Bad decisions lead the boy to hide with the girl inside a float."
3218,s3219,Movie,Jonathan,Bill Oliver,"['ansel elgort', 'suki waterhouse', 'douglas hodge']",['united states'],"April 16, 2019",2018,3,101 min,"Dramas, Independent Movies, Sci-Fi & Fantasy","Two siblings share a body, each getting it for 12 hours a day. But when one of them breaks the rules, their whole way of life comes crashing down."
3219,s3220,TV Show,Jonathan Strange & Mr Norrell,Toby Haynes,"['eddie marsan', 'bertie carvel', 'marc warren']",['united kingdom'],"August 25, 2016",2015,3,1 Season,"British TV Shows, TV Dramas, TV Sci-Fi & Fantasy","In 1806, ambitious magician Norrell leads a revival of practical magic in England and ignites a fierce rivalry with bold young conjurer Strange."
3220,s3221,Movie,Jora 10 Numbaria,Amardeep Singh Gill,"['deep sidhu', 'dharmendra', 'ashish duggal']",['india'],"January 1, 2018",2017,3,135 min,"Action & Adventure, International Movies","The wounds of a traumatic childhood and a corrupt, unjust system push a young man into becoming a cold-blooded, ruthless gangster."
3221,s3222,Movie,Joseph: King of Dreams,"Rob LaDuca, Robert C. Ramirez","['ben affleck', 'mark hamill', 'richard herd']",['united states'],"September 27, 2011",2000,3,75 min,"Children & Family Movies, Dramas, Faith & Spirituality","With his gift of dream interpretation and his brilliantly colored coat, Joseph inspires jealousy in his brothers in this animated Bible story."
